        Time               NuH               NuC               Nua      Temperature
 81000.000000    7.08325754e-04    0.00000000e+00    3.54162877e-04    4.98366129e-01
 81250.000000    7.08275560e-04    0.00000000e+00    3.54137780e-04    4.98451054e-01
 81500.000000    7.08226242e-04    0.00000000e+00    3.54113121e-04    4.98534733e-01
 81750.000000    7.08177832e-04    0.00000000e+00    3.54088916e-04    4.98617184e-01
 82000.000000    7.08130307e-04    0.00000000e+00    3.54065154e-04    4.98698431e-01
 82250.000000    7.08083648e-04    0.00000000e+00    3.54041824e-04    4.98778496e-01
 82500.000000    7.08037870e-04    0.00000000e+00    3.54018935e-04    4.98857394e-01
 82750.000000    7.07992956e-04    0.00000000e+00    3.53996478e-04    4.98935146e-01
 83000.000000    7.07948858e-04    0.00000000e+00    3.53974429e-04    4.99011770e-01
 83250.000000    7.07905554e-04    0.00000000e+00    3.53952777e-04    4.99087281e-01
 83500.000000    7.07863036e-04    0.00000000e+00    3.53931518e-04    4.99161693e-01
 83750.000000    7.07821251e-04    0.00000000e+00    3.53910626e-04    4.99235023e-01
 84000.000000    7.07780150e-04    0.00000000e+00    3.53890075e-04    4.99307287e-01
 84250.000000    7.07739716e-04    0.00000000e+00    3.53869858e-04    4.99378495e-01
 84500.000000    7.07699917e-04    0.00000000e+00    3.53849958e-04    4.99448662e-01
 84750.000000    7.07660697e-04    0.00000000e+00    3.53830348e-04    4.99517804e-01
 85000.000000    7.07622026e-04    0.00000000e+00    3.53811013e-04    4.99585935e-01
 85250.000000    7.07583894e-04    0.00000000e+00    3.53791947e-04    4.99653067e-01
 85500.000000    7.07546266e-04    0.00000000e+00    3.53773133e-04    4.99719218e-01
 85750.000000    7.07509106e-04    0.00000000e+00    3.53754553e-04    4.99784404e-01
 86000.000000    7.07472413e-04    0.00000000e+00    3.53736206e-04    4.99848640e-01
 86250.000000    7.07436182e-04    0.00000000e+00    3.53718091e-04    4.99911942e-01
 86500.000000    7.07400389e-04    0.00000000e+00    3.53700194e-04    4.99974328e-01
 86750.000000    7.07365031e-04    0.00000000e+00    3.53682515e-04    5.00035815e-01
 87000.000000    7.07330125e-04    0.00000000e+00    3.53665062e-04    5.00096416e-01
 87250.000000    7.07295669e-04    0.00000000e+00    3.53647835e-04    5.00156150e-01
 87500.000000    7.07261657e-04    0.00000000e+00    3.53630829e-04    5.00215032e-01
 87750.000000    7.07228110e-04    0.00000000e+00    3.53614055e-04    5.00273073e-01
 88000.000000    7.07195045e-04    0.00000000e+00    3.53597523e-04    5.00330288e-01
 88250.000000    7.07162459e-04    0.00000000e+00    3.53581230e-04    5.00386689e-01
 88500.000000    7.07130360e-04    0.00000000e+00    3.53565180e-04    5.00442287e-01
 88750.000000    7.07098772e-04    0.00000000e+00    3.53549386e-04    5.00497090e-01
 89000.000000    7.07067697e-04    0.00000000e+00    3.53533849e-04    5.00551107e-01
 89250.000000    7.07037131e-04    0.00000000e+00    3.53518565e-04    5.00604349e-01
 89500.000000    7.07007083e-04    0.00000000e+00    3.53503542e-04    5.00656819e-01
 89750.000000    7.06977563e-04    0.00000000e+00    3.53488781e-04    5.00708526e-01
 90000.000000    7.06948556e-04    0.00000000e+00    3.53474278e-04    5.00759478e-01
 90250.000000    7.06920055e-04    0.00000000e+00    3.53460027e-04    5.00809680e-01
 90500.000000    7.06892061e-04    0.00000000e+00    3.53446030e-04    5.00859140e-01
 90750.000000    7.06864562e-04    0.00000000e+00    3.53432281e-04    5.00907866e-01
 91000.000000    7.06837536e-04    0.00000000e+00    3.53418768e-04    5.00955866e-01
 91250.000000    7.06810971e-04    0.00000000e+00    3.53405486e-04    5.01003149e-01
 91500.000000    7.06784860e-04    0.00000000e+00    3.53392430e-04    5.01049726e-01
 91750.000000    7.06759175e-04    0.00000000e+00    3.53379587e-04    5.01095607e-01
 92000.000000    7.06733895e-04    0.00000000e+00    3.53366947e-04    5.01140805e-01
 92250.000000    7.06709010e-04    0.00000000e+00    3.53354505e-04    5.01185330e-01
 92500.000000    7.06684503e-04    0.00000000e+00    3.53342251e-04    5.01229196e-01
 92750.000000    7.06660348e-04    0.00000000e+00    3.53330174e-04    5.01272417e-01
 93000.000000    7.06636533e-04    0.00000000e+00    3.53318267e-04    5.01315005e-01
 93250.000000    7.06613051e-04    0.00000000e+00    3.53306525e-04    5.01356974e-01
 93500.000000    7.06589883e-04    0.00000000e+00    3.53294942e-04    5.01398336e-01
 93750.000000    7.06567016e-04    0.00000000e+00    3.53283508e-04    5.01439105e-01
 94000.000000    7.06544447e-04    0.00000000e+00    3.53272224e-04    5.01479290e-01
 94250.000000    7.06522173e-04    0.00000000e+00    3.53261087e-04    5.01518905e-01
 94500.000000    7.06500183e-04    0.00000000e+00    3.53250092e-04    5.01557959e-01
 94750.000000    7.06478476e-04    0.00000000e+00    3.53239238e-04    5.01596460e-01
 95000.000000    7.06457057e-04    0.00000000e+00    3.53228528e-04    5.01634418e-01
 95250.000000    7.06435924e-04    0.00000000e+00    3.53217962e-04    5.01671840e-01
 95500.000000    7.06415074e-04    0.00000000e+00    3.53207537e-04    5.01708732e-01
 95750.000000    7.06394517e-04    0.00000000e+00    3.53197259e-04    5.01745101e-01
 96000.000000    7.06374257e-04    0.00000000e+00    3.53187129e-04    5.01780951e-01
 96250.000000    7.06354292e-04    0.00000000e+00    3.53177146e-04    5.01816287e-01
 96500.000000    7.06334626e-04    0.00000000e+00    3.53167313e-04    5.01851115e-01
 96750.000000    7.06315267e-04    0.00000000e+00    3.53157633e-04    5.01885438e-01
 97000.000000    7.06296215e-04    0.00000000e+00    3.53148107e-04    5.01919260e-01
 97250.000000    7.06277466e-04    0.00000000e+00    3.53138733e-04    5.01952587e-01
 97500.000000    7.06259025e-04    0.00000000e+00    3.53129513e-04    5.01985424e-01
 97750.000000    7.06240894e-04    0.00000000e+00    3.53120447e-04    5.02017774e-01
 98000.000000    7.06223064e-04    0.00000000e+00    3.53111532e-04    5.02049645e-01
 98250.000000    7.06205532e-04    0.00000000e+00    3.53102766e-04    5.02081042e-01
 98500.000000    7.06188298e-04    0.00000000e+00    3.53094149e-04    5.02111971e-01
 98750.000000    7.06171353e-04    0.00000000e+00    3.53085677e-04    5.02142439e-01
 99000.000000    7.06154688e-04    0.00000000e+00    3.53077344e-04    5.02172455e-01
 99250.000000    7.06138296e-04    0.00000000e+00    3.53069148e-04    5.02202024e-01
 99500.000000    7.06122171e-04    0.00000000e+00    3.53061086e-04    5.02231156e-01
 99750.000000    7.06106302e-04    0.00000000e+00    3.53053151e-04    5.02259857e-01
 100000.000000    7.06090677e-04    0.00000000e+00    3.53045338e-04    5.02288137e-01
 100250.000000    7.06075291e-04    0.00000000e+00    3.53037645e-04    5.02316003e-01
 100500.000000    7.06060134e-04    0.00000000e+00    3.53030067e-04    5.02343462e-01
 100750.000000    7.06045195e-04    0.00000000e+00    3.53022598e-04    5.02370523e-01
 101000.000000    7.06030468e-04    0.00000000e+00    3.53015234e-04    5.02397194e-01
 101250.000000    7.06015947e-04    0.00000000e+00    3.53007973e-04    5.02423479e-01
 101500.000000    7.06001623e-04    0.00000000e+00    3.53000812e-04    5.02449388e-01
 101750.000000    7.05987491e-04    0.00000000e+00    3.52993745e-04    5.02474926e-01
 102000.000000    7.05973548e-04    0.00000000e+00    3.52986774e-04    5.02500099e-01
 102250.000000    7.05959792e-04    0.00000000e+00    3.52979896e-04    5.02524912e-01
 102500.000000    7.05946216e-04    0.00000000e+00    3.52973108e-04    5.02549372e-01
 102750.000000    7.05932821e-04    0.00000000e+00    3.52966411e-04    5.02573482e-01
 103000.000000    7.05919608e-04    0.00000000e+00    3.52959804e-04    5.02597247e-01
 103250.000000    7.05906576e-04    0.00000000e+00    3.52953288e-04    5.02620673e-01
 103500.000000    7.05893722e-04    0.00000000e+00    3.52946861e-04    5.02643762e-01
 103750.000000    7.05881050e-04    0.00000000e+00    3.52940525e-04    5.02666519e-01
 104000.000000    7.05868563e-04    0.00000000e+00    3.52934281e-04    5.02688947e-01
 104250.000000    7.05856257e-04    0.00000000e+00    3.52928129e-04    5.02711052e-01
 104500.000000    7.05844136e-04    0.00000000e+00    3.52922068e-04    5.02732835e-01
 104750.000000    7.05832201e-04    0.00000000e+00    3.52916100e-04    5.02754301e-01
 105000.000000    7.05820452e-04    0.00000000e+00    3.52910226e-04    5.02775454e-01
 105250.000000    7.05808887e-04    0.00000000e+00    3.52904443e-04    5.02796297e-01
 105500.000000    7.05797507e-04    0.00000000e+00    3.52898754e-04    5.02816834e-01
 105750.000000    7.05786312e-04    0.00000000e+00    3.52893156e-04    5.02837070e-01
 106000.000000    7.05775298e-04    0.00000000e+00    3.52887649e-04    5.02857008e-01
 106250.000000    7.05764462e-04    0.00000000e+00    3.52882231e-04    5.02876652e-01
 106500.000000    7.05753804e-04    0.00000000e+00    3.52876902e-04    5.02896006e-01
 106750.000000    7.05743319e-04    0.00000000e+00    3.52871659e-04    5.02915076e-01
 107000.000000    7.05733000e-04    0.00000000e+00    3.52866500e-04    5.02933864e-01
 107250.000000    7.05722847e-04    0.00000000e+00    3.52861423e-04    5.02952376e-01
 107500.000000    7.05712853e-04    0.00000000e+00    3.52856427e-04    5.02970615e-01
 107750.000000    7.05703013e-04    0.00000000e+00    3.52851507e-04    5.02988587e-01
 108000.000000    7.05693322e-04    0.00000000e+00    3.52846661e-04    5.03006295e-01
 108250.000000    7.05683777e-04    0.00000000e+00    3.52841888e-04    5.03023745e-01
 108500.000000    7.05674371e-04    0.00000000e+00    3.52837186e-04    5.03040940e-01
 108750.000000    7.05665101e-04    0.00000000e+00    3.52832550e-04    5.03057885e-01
 109000.000000    7.05655961e-04    0.00000000e+00    3.52827981e-04    5.03074584e-01
 109250.000000    7.05646950e-04    0.00000000e+00    3.52823475e-04    5.03091041e-01
 109500.000000    7.05638063e-04    0.00000000e+00    3.52819031e-04    5.03107261e-01
 109750.000000    7.05629296e-04    0.00000000e+00    3.52814648e-04    5.03123247e-01
 110000.000000    7.05620650e-04    0.00000000e+00    3.52810325e-04    5.03139002e-01
 110250.000000    7.05612120e-04    0.00000000e+00    3.52806060e-04    5.03154532e-01
 110500.000000    7.05603706e-04    0.00000000e+00    3.52801853e-04    5.03169838e-01
 110750.000000    7.05595407e-04    0.00000000e+00    3.52797703e-04    5.03184925e-01
 111000.000000    7.05587222e-04    0.00000000e+00    3.52793611e-04    5.03199795e-01
 111250.000000    7.05579152e-04    0.00000000e+00    3.52789576e-04    5.03214452e-01
 111500.000000    7.05571194e-04    0.00000000e+00    3.52785597e-04    5.03228899e-01
 111750.000000    7.05563350e-04    0.00000000e+00    3.52781675e-04    5.03243137e-01
 112000.000000    7.05555621e-04    0.00000000e+00    3.52777810e-04    5.03257170e-01
 112250.000000    7.05548005e-04    0.00000000e+00    3.52774002e-04    5.03271001e-01
 112500.000000    7.05540503e-04    0.00000000e+00    3.52770251e-04    5.03284631e-01
 112750.000000    7.05533115e-04    0.00000000e+00    3.52766557e-04    5.03298063e-01
 113000.000000    7.05525840e-04    0.00000000e+00    3.52762920e-04    5.03311300e-01
 113250.000000    7.05518678e-04    0.00000000e+00    3.52759339e-04    5.03324344e-01
 113500.000000    7.05511629e-04    0.00000000e+00    3.52755814e-04    5.03337197e-01
 113750.000000    7.05504691e-04    0.00000000e+00    3.52752345e-04    5.03349861e-01
 114000.000000    7.05497862e-04    0.00000000e+00    3.52748931e-04    5.03362339e-01
 114250.000000    7.05491141e-04    0.00000000e+00    3.52745571e-04    5.03374634e-01
 114500.000000    7.05484527e-04    0.00000000e+00    3.52742263e-04    5.03386748e-01
 114750.000000    7.05478017e-04    0.00000000e+00    3.52739008e-04    5.03398683e-01
 115000.000000    7.05471607e-04    0.00000000e+00    3.52735804e-04    5.03410443e-01
 115250.000000    7.05465298e-04    0.00000000e+00    3.52732649e-04    5.03422030e-01
 115500.000000    7.05459085e-04    0.00000000e+00    3.52729543e-04    5.03433446e-01
 115750.000000    7.05452966e-04    0.00000000e+00    3.52726483e-04    5.03444695e-01
 116000.000000    7.05446938e-04    0.00000000e+00    3.52723469e-04    5.03455779e-01
 116250.000000    7.05441000e-04    0.00000000e+00    3.52720500e-04    5.03466701e-01
 116500.000000    7.05435148e-04    0.00000000e+00    3.52717574e-04    5.03477463e-01
 116750.000000    7.05429379e-04    0.00000000e+00    3.52714690e-04    5.03488070e-01
 117000.000000    7.05423693e-04    0.00000000e+00    3.52711846e-04    5.03498522e-01
 117250.000000    7.05418086e-04    0.00000000e+00    3.52709043e-04    5.03508823e-01
 117500.000000    7.05412558e-04    0.00000000e+00    3.52706279e-04    5.03518976e-01
 117750.000000    7.05407106e-04    0.00000000e+00    3.52703553e-04    5.03528982e-01
 118000.000000    7.05401729e-04    0.00000000e+00    3.52700865e-04    5.03538844e-01
 118250.000000    7.05396427e-04    0.00000000e+00    3.52698213e-04    5.03548565e-01
 118500.000000    7.05391198e-04    0.00000000e+00    3.52695599e-04    5.03558146e-01
 118750.000000    7.05386041e-04    0.00000000e+00    3.52693021e-04    5.03567589e-01
 119000.000000    7.05380957e-04    0.00000000e+00    3.52690479e-04    5.03576897e-01
 119250.000000    7.05375945e-04    0.00000000e+00    3.52687972e-04    5.03586071e-01
 119500.000000    7.05371003e-04    0.00000000e+00    3.52685502e-04    5.03595113e-01
 119750.000000    7.05366134e-04    0.00000000e+00    3.52683067e-04    5.03604024e-01
 120000.000000    7.05361335e-04    0.00000000e+00    3.52680667e-04    5.03612807e-01
 120250.000000    7.05356606e-04    0.00000000e+00    3.52678303e-04    5.03621462e-01
 120500.000000    7.05351949e-04    0.00000000e+00    3.52675974e-04    5.03629992e-01
 120750.000000    7.05347361e-04    0.00000000e+00    3.52673680e-04    5.03638397e-01
 121000.000000    7.05342843e-04    0.00000000e+00    3.52671421e-04    5.03646680e-01
 121250.000000    7.05338394e-04    0.00000000e+00    3.52669197e-04    5.03654842e-01
 121500.000000    7.05334013e-04    0.00000000e+00    3.52667007e-04    5.03662884e-01
 121750.000000    7.05329701e-04    0.00000000e+00    3.52664850e-04    5.03670809e-01
 122000.000000    7.05325455e-04    0.00000000e+00    3.52662727e-04    5.03678617e-01
 122250.000000    7.05321274e-04    0.00000000e+00    3.52660637e-04    5.03686310e-01
 122500.000000    7.05317159e-04    0.00000000e+00    3.52658579e-04    5.03693891e-01
 122750.000000    7.05313106e-04    0.00000000e+00    3.52656553e-04    5.03701360e-01
 123000.000000    7.05309116e-04    0.00000000e+00    3.52654558e-04    5.03708719e-01
 123250.000000    7.05305186e-04    0.00000000e+00    3.52652593e-04    5.03715971e-01
 123500.000000    7.05301315e-04    0.00000000e+00    3.52650658e-04    5.03723116e-01
 123750.000000    7.05297502e-04    0.00000000e+00    3.52648751e-04    5.03730157e-01
 124000.000000    7.05293746e-04    0.00000000e+00    3.52646873e-04    5.03737095e-01
 124250.000000    7.05290044e-04    0.00000000e+00    3.52645022e-04    5.03743932e-01
 124500.000000    7.05286396e-04    0.00000000e+00    3.52643198e-04    5.03750670e-01
 124750.000000    7.05282801e-04    0.00000000e+00    3.52641400e-04    5.03757310e-01
 125000.000000    7.05279256e-04    0.00000000e+00    3.52639628e-04    5.03763854e-01
 125250.000000    7.05275762e-04    0.00000000e+00    3.52637881e-04    5.03770303e-01
 125500.000000    7.05272317e-04    0.00000000e+00    3.52636158e-04    5.03776659e-01
 125750.000000    7.05268920e-04    0.00000000e+00    3.52634460e-04    5.03782923e-01
 126000.000000    7.05265571e-04    0.00000000e+00    3.52632785e-04    5.03789097e-01
 126250.000000    7.05262268e-04    0.00000000e+00    3.52631134e-04    5.03795182e-01
 126500.000000    7.05259012e-04    0.00000000e+00    3.52629506e-04    5.03801180e-01
 126750.000000    7.05255801e-04    0.00000000e+00    3.52627901e-04    5.03807090e-01
 127000.000000    7.05252636e-04    0.00000000e+00    3.52626318e-04    5.03812916e-01
 127250.000000    7.05249516e-04    0.00000000e+00    3.52624758e-04    5.03818658e-01
 127500.000000    7.05246441e-04    0.00000000e+00    3.52623221e-04    5.03824316e-01
 127750.000000    7.05243410e-04    0.00000000e+00    3.52621705e-04    5.03829893e-01
 128000.000000    7.05240424e-04    0.00000000e+00    3.52620212e-04    5.03835388e-01
 128250.000000    7.05237481e-04    0.00000000e+00    3.52618741e-04    5.03840804e-01
 128500.000000    7.05234583e-04    0.00000000e+00    3.52617291e-04    5.03846142e-01
 128750.000000    7.05231727e-04    0.00000000e+00    3.52615864e-04    5.03851401e-01
 129000.000000    7.05228915e-04    0.00000000e+00    3.52614457e-04    5.03856584e-01
 129250.000000    7.05226145e-04    0.00000000e+00    3.52613072e-04    5.03861691e-01
 129500.000000    7.05223417e-04    0.00000000e+00    3.52611708e-04    5.03866724e-01
 129750.000000    7.05220730e-04    0.00000000e+00    3.52610365e-04    5.03871683e-01
 130000.000000    7.05218085e-04    0.00000000e+00    3.52609042e-04    5.03876569e-01
 130250.000000    7.05215479e-04    0.00000000e+00    3.52607740e-04    5.03881384e-01
 130500.000000    7.05212914e-04    0.00000000e+00    3.52606457e-04    5.03886128e-01
 130750.000000    7.05210387e-04    0.00000000e+00    3.52605194e-04    5.03890803e-01
 131000.000000    7.05207898e-04    0.00000000e+00    3.52603949e-04    5.03895410e-01
 131250.000000    7.05205447e-04    0.00000000e+00    3.52602723e-04    5.03899949e-01
 131500.000000    7.05203032e-04    0.00000000e+00    3.52601516e-04    5.03904422e-01
 131750.000000    7.05200653e-04    0.00000000e+00    3.52600326e-04    5.03908829e-01
 132000.000000    7.05198308e-04    0.00000000e+00    3.52599154e-04    5.03913173e-01
 132250.000000    7.05195998e-04    0.00000000e+00    3.52597999e-04    5.03917453e-01
 132500.000000    7.05193721e-04    0.00000000e+00    3.52596861e-04    5.03921671e-01
 132750.000000    7.05191477e-04    0.00000000e+00    3.52595739e-04    5.03925828e-01
 133000.000000    7.05189265e-04    0.00000000e+00    3.52594633e-04    5.03929924e-01
 133250.000000    7.05187085e-04    0.00000000e+00    3.52593542e-04    5.03933961e-01
 133500.000000    7.05184935e-04    0.00000000e+00    3.52592467e-04    5.03937940e-01
 133750.000000    7.05182815e-04    0.00000000e+00    3.52591408e-04    5.03941861e-01
 134000.000000    7.05180726e-04    0.00000000e+00    3.52590363e-04    5.03945726e-01
 134250.000000    7.05178666e-04    0.00000000e+00    3.52589333e-04    5.03949534e-01
 134500.000000    7.05176635e-04    0.00000000e+00    3.52588317e-04    5.03953288e-01
 134750.000000    7.05174633e-04    0.00000000e+00    3.52587316e-04    5.03956988e-01
 135000.000000    7.05172660e-04    0.00000000e+00    3.52586330e-04    5.03960634e-01
 135250.000000    7.05170714e-04    0.00000000e+00    3.52585357e-04    5.03964227e-01
 135500.000000    7.05168797e-04    0.00000000e+00    3.52584399e-04    5.03967768e-01
 135750.000000    7.05166908e-04    0.00000000e+00    3.52583454e-04    5.03971258e-01
 136000.000000    7.05165046e-04    0.00000000e+00    3.52582523e-04    5.03974697e-01
 136250.000000    7.05163212e-04    0.00000000e+00    3.52581606e-04    5.03978087e-01
 136500.000000    7.05161405e-04    0.00000000e+00    3.52580703e-04    5.03981427e-01
 136750.000000    7.05159625e-04    0.00000000e+00    3.52579812e-04    5.03984718e-01
 137000.000000    7.05157871e-04    0.00000000e+00    3.52578936e-04    5.03987962e-01
 137250.000000    7.05156144e-04    0.00000000e+00    3.52578072e-04    5.03991158e-01
 137500.000000    7.05154442e-04    0.00000000e+00    3.52577221e-04    5.03994308e-01
 137750.000000    7.05152766e-04    0.00000000e+00    3.52576383e-04    5.03997411e-01
 138000.000000    7.05151116e-04    0.00000000e+00    3.52575558e-04    5.04000470e-01
 138250.000000    7.05149490e-04    0.00000000e+00    3.52574745e-04    5.04003483e-01
 138500.000000    7.05147888e-04    0.00000000e+00    3.52573944e-04    5.04006453e-01
 138750.000000    7.05146311e-04    0.00000000e+00    3.52573155e-04    5.04009379e-01
 139000.000000    7.05144757e-04    0.00000000e+00    3.52572379e-04    5.04012262e-01
 139250.000000    7.05143226e-04    0.00000000e+00    3.52571613e-04    5.04015103e-01
 139500.000000    7.05141718e-04    0.00000000e+00    3.52570859e-04    5.04017903e-01
 139750.000000    7.05140232e-04    0.00000000e+00    3.52570116e-04    5.04020662e-01
 140000.000000    7.05138767e-04    0.00000000e+00    3.52569384e-04    5.04023381e-01
 140250.000000    7.05137324e-04    0.00000000e+00    3.52568662e-04    5.04026060e-01
 140500.000000    7.05135902e-04    0.00000000e+00    3.52567951e-04    5.04028700e-01
 140750.000000    7.05134500e-04    0.00000000e+00    3.52567250e-04    5.04031302e-01
 141000.000000    7.05133118e-04    0.00000000e+00    3.52566559e-04    5.04033867e-01
 141250.000000    7.05131756e-04    0.00000000e+00    3.52565878e-04    5.04036394e-01
 141500.000000    7.05130413e-04    0.00000000e+00    3.52565206e-04    5.04038884e-01
 141750.000000    7.05129089e-04    0.00000000e+00    3.52564545e-04    5.04041339e-01
 142000.000000    7.05127784e-04    0.00000000e+00    3.52563892e-04    5.04043758e-01
 142250.000000    7.05126498e-04    0.00000000e+00    3.52563249e-04    5.04046142e-01
 142500.000000    7.05125230e-04    0.00000000e+00    3.52562615e-04    5.04048491e-01
 142750.000000    7.05123981e-04    0.00000000e+00    3.52561990e-04    5.04050807e-01
 143000.000000    7.05122749e-04    0.00000000e+00    3.52561374e-04    5.04053089e-01
 143250.000000    7.05121535e-04    0.00000000e+00    3.52560767e-04    5.04055338e-01
 143500.000000    7.05120338e-04    0.00000000e+00    3.52560169e-04    5.04057554e-01
 143750.000000    7.05119159e-04    0.00000000e+00    3.52559580e-04    5.04059739e-01
 144000.000000    7.05117997e-04    0.00000000e+00    3.52558999e-04    5.04061891e-01
 144250.000000    7.05116852e-04    0.00000000e+00    3.52558426e-04    5.04064012e-01
 144500.000000    7.05115724e-04    0.00000000e+00    3.52557862e-04    5.04066103e-01
 144750.000000    7.05114613e-04    0.00000000e+00    3.52557307e-04    5.04068163e-01
 145000.000000    7.05113518e-04    0.00000000e+00    3.52556759e-04    5.04070193e-01
 145250.000000    7.05112440e-04    0.00000000e+00    3.52556220e-04    5.04072193e-01
 145500.000000    7.05111377e-04    0.00000000e+00    3.52555689e-04    5.04074164e-01
 145750.000000    7.05110331e-04    0.00000000e+00    3.52555165e-04    5.04076107e-01
 146000.000000    7.05109300e-04    0.00000000e+00    3.52554650e-04    5.04078021e-01
 146250.000000    7.05108284e-04    0.00000000e+00    3.52554142e-04    5.04079907e-01
 146500.000000    7.05107284e-04    0.00000000e+00    3.52553642e-04    5.04081765e-01
 146750.000000    7.05106298e-04    0.00000000e+00    3.52553149e-04    5.04083597e-01
 147000.000000    7.05105327e-04    0.00000000e+00    3.52552664e-04    5.04085402e-01
 147250.000000    7.05104370e-04    0.00000000e+00    3.52552185e-04    5.04087180e-01
 147500.000000    7.05103428e-04    0.00000000e+00    3.52551714e-04    5.04088933e-01
 147750.000000    7.05102499e-04    0.00000000e+00    3.52551249e-04    5.04090660e-01
 148000.000000    7.05101583e-04    0.00000000e+00    3.52550792e-04    5.04092362e-01
 148250.000000    7.05100681e-04    0.00000000e+00    3.52550340e-04    5.04094039e-01
 148500.000000    7.05099792e-04    0.00000000e+00    3.52549896e-04    5.04095692e-01
 148750.000000    7.05098915e-04    0.00000000e+00    3.52549458e-04    5.04097320e-01
 149000.000000    7.05098052e-04    0.00000000e+00    3.52549026e-04    5.04098926e-01
 149250.000000    7.05097200e-04    0.00000000e+00    3.52548600e-04    5.04100507e-01
 149500.000000    7.05096361e-04    0.00000000e+00    3.52548181e-04    5.04102066e-01
 149750.000000    7.05095534e-04    0.00000000e+00    3.52547767e-04    5.04103603e-01
 150000.000000    7.05094719e-04    0.00000000e+00    3.52547359e-04    5.04105117e-01
 150250.000000    7.05093915e-04    0.00000000e+00    3.52546957e-04    5.04106609e-01
 150500.000000    7.05093123e-04    0.00000000e+00    3.52546561e-04    5.04108080e-01
 150750.000000    7.05092342e-04    0.00000000e+00    3.52546171e-04    5.04109529e-01
 151000.000000    7.05091572e-04    0.00000000e+00    3.52545786e-04    5.04110958e-01
 151250.000000    7.05090814e-04    0.00000000e+00    3.52545407e-04    5.04112365e-01
 151500.000000    7.05090066e-04    0.00000000e+00    3.52545033e-04    5.04113752e-01
 151750.000000    7.05089330e-04    0.00000000e+00    3.52544665e-04    5.04115119e-01
 152000.000000    7.05088604e-04    0.00000000e+00    3.52544302e-04    5.04116467e-01
 152250.000000    7.05087889e-04    0.00000000e+00    3.52543945e-04    5.04117794e-01
 152500.000000    7.05087184e-04    0.00000000e+00    3.52543592e-04    5.04119102e-01
 152750.000000    7.05086490e-04    0.00000000e+00    3.52543245e-04    5.04120392e-01
 153000.000000    7.05085806e-04    0.00000000e+00    3.52542903e-04    5.04121662e-01
 153250.000000    7.05085132e-04    0.00000000e+00    3.52542566e-04    5.04122914e-01
 153500.000000    7.05084468e-04    0.00000000e+00    3.52542234e-04    5.04124148e-01
 153750.000000    7.05083814e-04    0.00000000e+00    3.52541907e-04    5.04125364e-01
 154000.000000    7.05083170e-04    0.00000000e+00    3.52541585e-04    5.04126562e-01
 154250.000000    7.05082535e-04    0.00000000e+00    3.52541268e-04    5.04127742e-01
 154500.000000    7.05081910e-04    0.00000000e+00    3.52540955e-04    5.04128905e-01
 154750.000000    7.05081293e-04    0.00000000e+00    3.52540647e-04    5.04130052e-01
 155000.000000    7.05080686e-04    0.00000000e+00    3.52540343e-04    5.04131181e-01
 155250.000000    7.05080088e-04    0.00000000e+00    3.52540044e-04    5.04132295e-01
 155500.000000    7.05079498e-04    0.00000000e+00    3.52539749e-04    5.04133392e-01
 155750.000000    7.05078917e-04    0.00000000e+00    3.52539459e-04    5.04134473e-01
 156000.000000    7.05078345e-04    0.00000000e+00    3.52539172e-04    5.04135538e-01
 156250.000000    7.05077781e-04    0.00000000e+00    3.52538890e-04    5.04136588e-01
 156500.000000    7.05077225e-04    0.00000000e+00    3.52538612e-04    5.04137623e-01
 156750.000000    7.05076677e-04    0.00000000e+00    3.52538338e-04    5.04138642e-01
 157000.000000    7.05076137e-04    0.00000000e+00    3.52538068e-04    5.04139647e-01
 157250.000000    7.05075604e-04    0.00000000e+00    3.52537802e-04    5.04140637e-01
 157500.000000    7.05075079e-04    0.00000000e+00    3.52537540e-04    5.04141613e-01
 157750.000000    7.05074562e-04    0.00000000e+00    3.52537281e-04    5.04142575e-01
 158000.000000    7.05074052e-04    0.00000000e+00    3.52537026e-04    5.04143523e-01
 158250.000000    7.05073550e-04    0.00000000e+00    3.52536775e-04    5.04144457e-01
 158500.000000    7.05073055e-04    0.00000000e+00    3.52536527e-04    5.04145377e-01
 158750.000000    7.05072567e-04    0.00000000e+00    3.52536283e-04    5.04146284e-01
 159000.000000    7.05072086e-04    0.00000000e+00    3.52536043e-04    5.04147178e-01
 159250.000000    7.05071612e-04    0.00000000e+00    3.52535806e-04    5.04148059e-01
 159500.000000    7.05071144e-04    0.00000000e+00    3.52535572e-04    5.04148927e-01
 159750.000000    7.05070684e-04    0.00000000e+00    3.52535342e-04    5.04149783e-01
 160000.000000    7.05070230e-04    0.00000000e+00    3.52535115e-04    5.04150626e-01
 160250.000000    7.05069783e-04    0.00000000e+00    3.52534892e-04    5.04151457e-01
 160500.000000    7.05069343e-04    0.00000000e+00    3.52534671e-04    5.04152276e-01
 160750.000000    7.05068909e-04    0.00000000e+00    3.52534454e-04    5.04153083e-01
 161000.000000    7.05068481e-04    0.00000000e+00    3.52534241e-04    5.04153878e-01
 161250.000000    7.05068060e-04    0.00000000e+00    3.52534030e-04    5.04154662e-01
 161500.000000    7.05067645e-04    0.00000000e+00    3.52533823e-04    5.04155434e-01
 161750.000000    7.05067236e-04    0.00000000e+00    3.52533618e-04    5.04156195e-01
 162000.000000    7.05066833e-04    0.00000000e+00    3.52533417e-04    5.04156945e-01
